#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_007880.1",440579,442555,"+",,,"FTL_RS02445","WP_004336866.1",658,"lytic transglycosylase domain-containing protein"
"chromosome","NC_007880.1",442569,442838,"-",,,"FTL_RS11070","WP_011457383.1",89,"hypothetical protein"
"chromosome","NC_007880.1",443682,444065,"-",,,"FTL_RS10030","WP_011457384.1",127,"hypothetical protein"
"chromosome","NC_007880.1",444418,444801,"+",,,"FTL_RS02465","WP_004336869.1",127,"DUF2254 domain-containing protein"
"chromosome","NC_007880.1",445119,445571,"+",,,"FTL_RS02470","WP_094192918.1",150,"DUF2254 domain-containing protein"
"chromosome","NC_007880.1",445928,449407,"+",,"dnaE","FTL_RS02475","WP_010030951.1",1159,"DNA polymerase III subunit alpha"
"chromosome","NC_007880.1",449483,450118,"+",,,"FTL_RS02480","WP_004336873.1",211,"peptide deformylase"
"chromosome","NC_007880.1",450823,452085,"+",,,"FTL_RS02490","WP_003028942.1",420,"lipoprotein-releasing ABC transporter permease subunit"
"chromosome","NC_007880.1",452078,452773,"+",,"lolD","FTL_RS02495","WP_003017997.1",231,"lipoprotein-releasing ABC transporter ATP-binding protein LolD"
"chromosome","NC_007880.1",452890,455031,"+",,,"FTL_RS02500","WP_004336874.1",713,"lysine decarboxylase LdcC"
"chromosome","NC_007880.1",455122,456198,"+",,"gcvT","FTL_RS02505","WP_004336875.1",358,"glycine cleavage system aminomethyltransferase GcvT"
"chromosome","NC_007880.1",456255,456638,"+",,"gcvH","FTL_RS02510","WP_003018004.1",127,"MULTISPECIES: glycine cleavage system protein GcvH"
"chromosome","NC_007880.1",456703,458070,"+",,"gcvPA","FTL_RS02515","WP_004336876.1",455,"aminomethyl-transferring glycine dehydrogenase subunit GcvPA"
"chromosome","NC_007880.1",458076,459521,"+",,"gcvPB","FTL_RS02520","WP_010030957.1",481,"aminomethyl-transferring glycine dehydrogenase subunit GcvPB"
"chromosome","NC_007880.1",459641,460486,"-",,,"FTL_RS02525","WP_004336879.1",281,"shikimate 5-dehydrogenase"
"chromosome","NC_007880.1",460512,463724,"-",,"pulA","FTL_RS02530","WP_004336880.1",1070,"type I pullulanase"
"chromosome","NC_007880.1",463758,465680,"-",,"glgB","FTL_RS02535","WP_011457385.1",640,"1,4-alpha-glucan branching protein GlgB"
"chromosome","NC_007880.1",465981,467615,"+",,,"FTL_RS02540","WP_004336881.1",544,"alpha-D-glucose phosphate-specific phosphoglucomutase"
"chromosome","NC_007880.1",467649,468920,"+",,"glgC","FTL_RS02545","WP_003033234.1",423,"MULTISPECIES: glucose-1-phosphate adenylyltransferase"
"chromosome","NC_007880.1",468930,470399,"+",,"glgA","FTL_RS02550","WP_010030994.1",489,"glycogen synthase GlgA"
"chromosome","NC_007880.1",470504,472777,"+",,,"FTL_RS02555","WP_003018029.1",757,"glycogen/starch/alpha-glucan phosphorylase"
"chromosome","NC_007880.1",472743,474284,"+",,"malQ","FTL_RS02560","WP_004336884.1",513,"4-alpha-glucanotransferase"
"chromosome","NC_007880.1",474376,475266,"+",,"glyQ","FTL_RS02565","WP_003027043.1",296,"glycine--tRNA ligase subunit alpha"
"chromosome","NC_007880.1",475477,476940,"+",,,"FTL_RS02570","WP_003018035.1",487,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
"chromosome","NC_007880.1",476962,477357,"+",,,"FTL_RS02575","WP_010030999.1",131,"DUF4156 domain-containing protein"
"chromosome","NC_007880.1",477710,479068,"+",,"murF","FTL_RS02580","WP_004336885.1",452,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
"chromosome","NC_007880.1",479077,479895,"+",,,"FTL_RS02585","WP_004336886.1",272,"hypothetical protein"
"chromosome","NC_007880.1",479944,481083,"-",,"asd","FTL_RS02590","WP_076010767.1",379,"aspartate-semialdehyde dehydrogenase"
"chromosome","NC_007880.1",482791,484083,"+",,"thrC","FTL_RS02605","WP_004336891.1",430,"threonine synthase"
"chromosome","NC_007880.1",484671,485159,"+",,"speD","FTL_RS02610","WP_003018051.1",162,"adenosylmethionine decarboxylase"
"chromosome","NC_007880.1",485159,486028,"+",,"speE","FTL_RS02615","WP_004336893.1",289,"polyamine aminopropyltransferase"
"chromosome","NC_007880.1",488545,489425,"-",,,"FTL_RS10240","WP_011457326.1",293,"IS630 family transposase"
"chromosome","NC_007880.1",490499,491215,"-",,,"FTL_RS02650","WP_003014783.1",238,"UDP-2,3-diacylglucosamine diphosphatase"
"chromosome","NC_007880.1",491205,491831,"-",,"pyrE","FTL_RS02655","WP_003014785.1",208,"orotate phosphoribosyltransferase"
"chromosome","NC_007880.1",491991,493361,"+",,"mpl","FTL_RS02660","WP_003014787.1",456,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase"
"chromosome","NC_007880.1",493358,494014,"+",,"rlmB","FTL_RS02665","WP_003014789.1",218,"23S rRNA (guanosine(2251)-2\\'-O)-methyltransferase RlmB"
"chromosome","NC_007880.1",493992,494872,"-",,,"FTL_RS10250","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",495122,495802,"+",,,"FTL_RS02680","WP_003014792.1",226,"hypothetical protein"
"chromosome","NC_007880.1",496082,496318,"-",,,"FTL_RS02685","WP_003018057.1",78,"BolA/IbaG family iron-sulfur metabolism protein"
"chromosome","NC_007880.1",496335,496628,"-",,,"FTL_RS02690","WP_003014804.1",97,"STAS domain-containing protein"
"chromosome","NC_007880.1",496628,497290,"-",,,"FTL_RS02695","WP_003038333.1",220,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_007880.1",497365,497898,"-",,"mlaD","FTL_RS02700","WP_003014807.1",177,"outer membrane lipid asymmetry maintenance protein MlaD"
"chromosome","NC_007880.1",497898,498662,"-",,,"FTL_RS02705","WP_003014809.1",254,"ABC transporter permease"
"chromosome","NC_007880.1",498666,499469,"-",,,"FTL_RS02710","WP_003014811.1",267,"ABC transporter ATP-binding protein"
"chromosome","NC_007880.1",499483,499755,"-",,"minE","FTL_RS02715","WP_003014812.1",90,"MULTISPECIES: cell division topological specificity factor MinE"
"chromosome","NC_007880.1",499758,500582,"-",,"minD","FTL_RS02720","WP_003014814.1",274,"MULTISPECIES: septum site-determining protein MinD"
"chromosome","NC_007880.1",500622,501308,"-",,"minC","FTL_RS02725","WP_003014818.1",228,"septum site-determining protein MinC"
"chromosome","NC_007880.1",501343,501498,"-",,"rpmG","FTL_RS02730","WP_003014820.1",51,"MULTISPECIES: 50S ribosomal protein L33"
"chromosome","NC_007880.1",501525,501761,"-",,"rpmB","FTL_RS02735","WP_003014822.1",78,"MULTISPECIES: 50S ribosomal protein L28"
"chromosome","NC_007880.1",501895,502239,"-",,,"FTL_RS02740","WP_003014824.1",114,"lipoprotein"
"chromosome","NC_007880.1",502369,504408,"+",,,"FTL_RS02745","WP_003014827.1",679,"ATP-dependent DNA helicase RecG"
"chromosome","NC_007880.1",504412,504609,"+",,,"FTL_RS02750","WP_042899535.1",65,"hypothetical protein"
"chromosome","NC_007880.1",505163,506677,"+",,,"FTL_RS02755","WP_003014829.1",504,"fumarate hydratase"
"chromosome","NC_007880.1",506681,506821,"+",,,"FTL_RS11075","WP_003025023.1",46,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",507162,507542,"+",,,"FTL_RS02760","WP_015083765.1",126,"transposase"
"chromosome","NC_007880.1",507530,507880,"+",,,"FTL_RS11080","WP_015083915.1",116,"hypothetical protein"
"chromosome","NC_007880.1",507885,508169,"+",,,"FTL_RS02770","WP_003014841.1",94,"MULTISPECIES: GIY-YIG nuclease family protein"
"chromosome","NC_007880.1",508407,511280,"+",,,"FTL_RS02775","WP_003014842.1",957,"DEAD/DEAH box helicase family protein"
"chromosome","NC_007880.1",511277,511939,"+",,"ung","FTL_RS02780","WP_003014844.1",220,"uracil-DNA glycosylase"
"chromosome","NC_007880.1",513894,516500,"+",,"gyrA","FTL_RS02795","WP_003014848.1",868,"DNA gyrase subunit A"
"chromosome","NC_007880.1",516506,517663,"+",,,"FTL_RS02800","WP_003014851.1",385,"1-deoxy-D-xylulose-5-phosphate reductoisomerase"
"chromosome","NC_007880.1",517669,520047,"+",,"bamA","FTL_RS02805","WP_003014852.1",792,"outer membrane protein assembly factor BamA"
"chromosome","NC_007880.1",520183,520686,"+",,,"FTL_RS02810","WP_003014855.1",167,"OmpH family outer membrane protein"
"chromosome","NC_007880.1",520705,521718,"+",,"lpxD","FTL_RS02815","WP_003014857.1",337,"UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase"
"chromosome","NC_007880.1",521733,522224,"+",,"fabZ","FTL_RS02820","WP_003014877.1",163,"MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ"
"chromosome","NC_007880.1",522227,523006,"+",,"lpxA","FTL_RS02825","WP_003014880.1",259,"acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase"
"chromosome","NC_007880.1",523006,524148,"+",,"lpxB","FTL_RS02830","WP_003014884.1",380,"lipid-A-disaccharide synthase"
"chromosome","NC_007880.1",524207,524794,"+",,,"FTL_RS02835","WP_003014887.1",195,"membrane protein"
"chromosome","NC_007880.1",524885,525259,"+",,,"FTL_RS02840","WP_003014890.1",124,"hypothetical protein"
"chromosome","NC_007880.1",525666,526709,"+",,,"FTL_RS02845","WP_003014892.1",347,"glycoside hydrolase family 3 protein"
"chromosome","NC_007880.1",527080,527889,"-",,"ppk2","FTL_RS02855","WP_003014894.1",269,"polyphosphate kinase 2"
"chromosome","NC_007880.1",527959,528723,"-",,,"FTL_RS02860","WP_003014896.1",254,"MULTISPECIES: phosphatidylcholine synthase"
"chromosome","NC_007880.1",528771,529652,"-",,,"FTL_RS02865","WP_003014898.1",293,"polyprenyl synthetase family protein"
"chromosome","NC_007880.1",529649,530944,"-",,"waaA","FTL_RS02870","WP_003014899.1",431,"lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase"
"chromosome","NC_007880.1",531049,531627,"-",,"rdgB","FTL_RS02875","WP_003014901.1",192,"RdgB/HAM1 family non-canonical purine NTP pyrophosphatase"
"chromosome","NC_007880.1",531734,532558,"+",,,"FTL_RS02880","WP_003014903.1",274,"pyrroline-5-carboxylate reductase"
"chromosome","NC_007880.1",532819,533040,"+",,,"FTL_RS10255","WP_080502283.1",73,"hypothetical protein"
"chromosome","NC_007880.1",533031,533885,"+",,,"FTL_RS02885","WP_003014904.1",284,"hypothetical protein"
"chromosome","NC_007880.1",534316,535002,"+",,,"FTL_RS02890","WP_010032924.1",228,"response regulator transcription factor"
"chromosome","NC_007880.1",535007,535870,"+",,"lepB","FTL_RS02895","WP_003014907.1",287,"signal peptidase I"
"chromosome","NC_007880.1",535877,536569,"+",,"rnc","FTL_RS02900","WP_003014910.1",230,"ribonuclease III"
"chromosome","NC_007880.1",536556,537464,"+",,"truB","FTL_RS02905","WP_003014912.1",302,"tRNA pseudouridine(55) synthase TruB"
"chromosome","NC_007880.1",537457,539709,"+",,"rnr","FTL_RS02910","WP_011457392.1",750,"ribonuclease R"
"chromosome","NC_007880.1",539777,540520,"-",,,"FTL_RS02915","WP_076010797.1",247,"acyl-CoA desaturase"
"chromosome","NC_007880.1",540620,541363,"-",,,"FTL_RS02920","WP_003014918.1",247,"SDR family NAD(P)-dependent oxidoreductase"
"chromosome","NC_007880.1",541365,541907,"-",,,"FTL_RS02925","WP_003014920.1",180,"DUF3833 domain-containing protein"
"chromosome","NC_007880.1",541904,542413,"-",,,"FTL_RS02930","WP_003014922.1",169,"chalcone isomerase family protein"
"chromosome","NC_007880.1",542406,543521,"-",,,"FTL_RS02935","WP_042536569.1",371,"class I SAM-dependent methyltransferase"
"chromosome","NC_007880.1",548287,548823,"+",,,"FTL_RS02975","WP_003014930.1",178,"hypothetical protein"
"chromosome","NC_007880.1",548941,549342,"+",,,"FTL_RS02980","WP_010032763.1",133,"hypothetical protein"
"chromosome","NC_007880.1",549517,550125,"+",,"lpoB","FTL_RS02985","WP_003014931.1",202,"penicillin-binding protein activator LpoB"
"chromosome","NC_007880.1",550182,551612,"+",,,"FTL_RS02990","WP_003014935.1",476,"hypothetical protein"
"chromosome","NC_007880.1",551623,552606,"+",,,"FTL_RS02995","WP_003014938.1",327,"hypothetical protein"
"chromosome","NC_007880.1",552612,554006,"+",,,"FTL_RS03000","WP_003014941.1",464,"hypothetical protein"
"chromosome","NC_007880.1",557253,558668,"+",,,"FTL_RS03025","WP_003014948.1",471,"nicotinate phosphoribosyltransferase"
"chromosome","NC_007880.1",558753,558980,"+",,,"FTL_RS03030","WP_003018117.1",75,"YdcH family protein"
"chromosome","NC_007880.1",559130,560410,"+",,,"FTL_RS03035","WP_011457396.1",426,"MFS transporter"
"chromosome","NC_007880.1",560403,560891,"-",,,"FTL_RS03040","WP_003014952.1",162,"PaaI family thioesterase"
"chromosome","NC_007880.1",560953,562140,"-",,,"FTL_RS03045","WP_003014953.1",395,"acetyl-CoA C-acyltransferase"
"chromosome","NC_007880.1",562153,564849,"-",,,"FTL_RS03050","WP_003014955.1",898,"acyl-CoA-binding protein"
"chromosome","NC_007880.1",564922,567162,"-",,,"FTL_RS03055","WP_010030507.1",746,"acyl-CoA dehydrogenase"
"chromosome","NC_007880.1",567200,568888,"-",,,"FTL_RS03060","WP_003014959.1",562,"long-chain fatty acid--CoA ligase"
"chromosome","NC_007880.1",569104,569451,"+",,,"FTL_RS03065","WP_003014961.1",115,"arsenate reductase family protein"
"chromosome","NC_007880.1",569500,571716,"+",,,"FTL_RS03070","WP_010030504.1",738,"NADP-dependent isocitrate dehydrogenase"
"chromosome","NC_007880.1",571730,572617,"+",,,"FTL_RS03075","WP_003014965.1",295,"membrane protein"
"chromosome","NC_007880.1",572637,576971,"+",,"hrpA","FTL_RS03080","WP_011457397.1",1444,"ATP-dependent RNA helicase HrpA"
"chromosome","NC_007880.1",578226,579962,"+",,,"FTL_RS03090","WP_003014967.1",578,"polysaccharide biosynthesis protein"
"chromosome","NC_007880.1",579970,580587,"+",,,"FTL_RS03095","WP_024533490.1",205,"sugar transferase"
"chromosome","NC_007880.1",580589,581380,"+",,,"FTL_RS03100","WP_003014975.1",263,"NAD-dependent epimerase/dehydratase family protein"
"chromosome","NC_007880.1",581370,582461,"+",,,"FTL_RS03105","WP_003014978.1",363,"glycosyltransferase family 4 protein"
"chromosome","NC_007880.1",582479,583789,"+",,,"FTL_RS03110","WP_010030805.1",436,"nucleotide sugar dehydrogenase"
"chromosome","NC_007880.1",583789,584760,"+",,,"FTL_RS03115","WP_010030803.1",323,"SDR family oxidoreductase"
"chromosome","NC_007880.1",584777,586006,"+",,,"FTL_RS03120","WP_003014983.1",409,"hypothetical protein"
"chromosome","NC_007880.1",586003,587103,"+",,,"FTL_RS03125","WP_003014984.1",366,"glycosyltransferase"
"chromosome","NC_007880.1",587103,588989,"+",,"asnB","FTL_RS03130","WP_003014987.1",628,"asparagine synthase (glutamine-hydrolyzing)"
"chromosome","NC_007880.1",588982,590064,"+",,,"FTL_RS03135","WP_003014989.1",360,"DegT/DnrJ/EryC1/StrS family aminotransferase"
"chromosome","NC_007880.1",590061,590786,"+",,,"FTL_RS03140","WP_003014991.1",241,"dTDP-4-amino-4,6-dideoxyglucose formyltransferase"
"chromosome","NC_007880.1",590791,592278,"+",,,"FTL_RS03145","WP_003014993.1",495,"O-unit flippase"
"chromosome","NC_007880.1",592271,593131,"+",,,"FTL_RS03150","WP_011457399.1",286,"glycosyltransferase"
"chromosome","NC_007880.1",593156,594040,"+",,"rfbA","FTL_RS03155","WP_010030797.1",294,"glucose-1-phosphate thymidylyltransferase RfbA"
"chromosome","NC_007880.1",594602,595603,"+",,"rfbB","FTL_RS03160","WP_010030795.1",333,"dTDP-glucose 4,6-dehydratase"
"chromosome","NC_007880.1",595748,596628,"+",,,"FTL_RS10265","WP_011457326.1",293,"IS630 family transposase"
"chromosome","NC_007880.1",596881,598287,"+",,,"FTL_RS03175","WP_003014997.1",468,"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase"
"chromosome","NC_007880.1",598318,599802,"+",,,"FTL_RS03180","WP_003014999.1",494,"phosphomannomutase"
"chromosome","NC_007880.1",600895,602157,"-",,"rho","FTL_RS03185","WP_003015002.1",420,"MULTISPECIES: transcription termination factor Rho"
"chromosome","NC_007880.1",602200,602523,"-",,"trxA","FTL_RS03190","WP_003015005.1",107,"thioredoxin"
"chromosome","NC_007880.1",602721,603647,"+",,,"FTL_RS03195","WP_011457400.1",308,"exopolyphosphatase"
"chromosome","NC_007880.1",606074,607027,"+",,,"FTL_RS03215","WP_003015012.1",317,"DNA-directed RNA polymerase subunit alpha"
"chromosome","NC_007880.1",607646,608086,"-",,,"FTL_RS03225","WP_011457402.1",146,"bacterioferritin"
"chromosome","NC_007880.1",609798,610565,"+",,,"FTL_RS03235","WP_003015019.1",255,"TatD family hydrolase"
"chromosome","NC_007880.1",610691,611791,"+",,,"FTL_RS03245","WP_003015021.1",366,"TSUP family transporter"
"chromosome","NC_007880.1",612750,613673,"+",,,"FTL_RS03255","WP_003015025.1",307,"ABC transporter ATP-binding protein"
"chromosome","NC_007880.1",613682,614461,"+",,,"FTL_RS03260","WP_003015027.1",259,"ABC transporter permease"
"chromosome","NC_007880.1",614465,615409,"-",,,"FTL_RS03265","WP_003015029.1",314,"glycosyltransferase family 2 protein"
"chromosome","NC_007880.1",615600,616490,"+",,,"FTL_RS03270","WP_003015031.1",296,"NAD(+)/NADH kinase"
"chromosome","NC_007880.1",616487,617122,"-",,,"FTL_RS03275","WP_003015033.1",211,"LysE family translocator"
"chromosome","NC_007880.1",617192,617881,"+",,"trmB","FTL_RS03280","WP_003015034.1",229,"tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"chromosome","NC_007880.1",617891,618607,"+",,,"FTL_RS03285","WP_003015035.1",238,"hypothetical protein"
"chromosome","NC_007880.1",619191,620071,"-",,,"FTL_RS10270","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",620245,620544,"+",,,"FTL_RS03305","WP_003018167.1",99,"MULTISPECIES: helix-turn-helix transcriptional regulator"
"chromosome","NC_007880.1",620610,621128,"+",,,"FTL_RS03310","WP_003015036.1",172,"DUF2892 domain-containing protein"
"chromosome","NC_007880.1",622890,623576,"+",,,"FTL_RS03320","WP_003015040.1",228,"MULTISPECIES: MBL fold metallo-hydrolase"
"chromosome","NC_007880.1",623578,624327,"+",,,"FTL_RS03325","WP_003015043.1",249,"sulfite exporter TauE/SafE family protein"
"chromosome","NC_007880.1",624320,624928,"-",,,"FTL_RS03330","WP_010031704.1",202,"2OG-Fe(II) oxygenase"
"chromosome","NC_007880.1",624980,625429,"-",,,"FTL_RS03335","WP_003015047.1",149,"YcgN family cysteine cluster protein"
"chromosome","NC_007880.1",625660,626115,"-",,,"FTL_RS03340","WP_011457403.1",151,"hypothetical protein"
"chromosome","NC_007880.1",626176,626574,"-",,,"FTL_RS03345","WP_010031698.1",132,"hypothetical protein"
"chromosome","NC_007880.1",626753,627178,"+",,"nusB","FTL_RS03350","WP_003015049.1",141,"transcription antitermination factor NusB"
"chromosome","NC_007880.1",627162,627932,"-",,,"FTL_RS03355","WP_010031695.1",256,"amidohydrolase"
"chromosome","NC_007880.1",628101,628514,"+",,,"FTL_RS03360","WP_003015055.1",137,"DUF3568 family protein"
"chromosome","NC_007880.1",629577,630059,"-",,,"FTL_RS03370","WP_003015059.1",160,"hypothetical protein"
"chromosome","NC_007880.1",631337,633034,"-",,,"FTL_RS03380","WP_010031693.1",565,"proline--tRNA ligase"
"chromosome","NC_007880.1",633318,633488,"-",,,"FTL_RS11085","WP_003025332.1",56,"hypothetical protein"
"chromosome","NC_007880.1",635603,636139,"-",,,"FTL_RS03395","WP_003015064.1",178,"disulfide bond formation protein B"
"chromosome","NC_007880.1",636846,637262,"+",,,"FTL_RS03405","WP_003015065.1",138,"SufE family protein"
"chromosome","NC_007880.1",637263,638012,"+",,,"FTL_RS03410","WP_003015066.1",249,"uroporphyrinogen-III synthase"
"chromosome","NC_007880.1",637978,639063,"+",,,"FTL_RS03415","WP_003015067.1",361,"hypothetical protein"
"chromosome","NC_007880.1",639060,640217,"+",,,"FTL_RS03420","WP_003015069.1",385,"hypothetical protein"
"chromosome","NC_007880.1",640231,640989,"+",,,"FTL_RS03425","WP_003015071.1",252,"hydroxyacylglutathione hydrolase"
"chromosome","NC_007880.1",641067,641774,"-",,,"FTL_RS03430","WP_003015075.1",235,"SPOR domain-containing protein"
"chromosome","NC_007880.1",641883,642107,"+",,,"FTL_RS03435","WP_003015078.1",74,"FeoA domain-containing protein"
"chromosome","NC_007880.1",642124,643758,"+",,,"FTL_RS03440","WP_003015081.1",544,"hypothetical protein"
"chromosome","NC_007880.1",644330,644983,"-",,,"FTL_RS03460","WP_010032171.1",217,"helix-turn-helix domain-containing protein"
"chromosome","NC_007880.1",645152,645520,"+",,,"FTL_RS03465","WP_003015087.1",122,"hypothetical protein"
"chromosome","NC_007880.1",645551,646423,"-",,,"FTL_RS03470","WP_003015090.1",290,"DMT family transporter"
"chromosome","NC_007880.1",646600,648186,"+",,,"FTL_RS03475","WP_010032166.1",528,"FMN-binding glutamate synthase family protein"
"chromosome","NC_007880.1",648263,651502,"+",,"recC","FTL_RS03480","WP_003015093.1",1079,"exodeoxyribonuclease V subunit gamma"
"chromosome","NC_007880.1",651486,652016,"+",,,"FTL_RS03485","WP_003018199.1",176,"MULTISPECIES: FUSC family protein"
"chromosome","NC_007880.1",652159,653589,"+",,,"FTL_RS03490","WP_003015100.1",476,"putative DNA binding domain-containing protein"
"chromosome","NC_007880.1",653661,657314,"+",,"recB","FTL_RS03495","WP_011457406.1",1217,"exodeoxyribonuclease V subunit beta"
"chromosome","NC_007880.1",657307,659148,"+",,"recD","FTL_RS03500","WP_010032158.1",613,"exodeoxyribonuclease V subunit alpha"
"chromosome","NC_007880.1",659157,659927,"-",,,"FTL_RS03505","WP_003015105.1",256,"type III pantothenate kinase"
"chromosome","NC_007880.1",659991,660266,"-",,,"FTL_RS03510","WP_011457407.1",91,"aspartate 1-decarboxylase"
"chromosome","NC_007880.1",660260,661045,"-",,"panC","FTL_RS03515","WP_003018203.1",261,"pantoate--beta-alanine ligase"
"chromosome","NC_007880.1",661032,661829,"-",,"panB","FTL_RS03520","WP_012118968.1",265,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"chromosome","NC_007880.1",661831,662544,"-",,"panG","FTL_RS03525","WP_010032150.1",237,"2-dehydropantoate 2-reductase PanG"
"chromosome","NC_007880.1",662852,664888,"+",,"ligA","FTL_RS03530","WP_003015112.1",678,"NAD-dependent DNA ligase LigA"
"chromosome","NC_007880.1",664885,665262,"+",,,"FTL_RS03535","WP_003015115.1",125,"hypothetical protein"
"chromosome","NC_007880.1",665240,666120,"-",,,"FTL_RS10285","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",666344,667150,"-",,,"FTL_RS03550","WP_003015118.1",268,"ABC transporter permease"
"chromosome","NC_007880.1",667164,668045,"-",,,"FTL_RS03555","WP_010030520.1",293,"ABC transporter permease subunit"
"chromosome","NC_007880.1",668045,669166,"-",,,"FTL_RS03560","WP_003015139.1",373,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_007880.1",669449,670329,"-",,,"FTL_RS10295","WP_011457329.1",293,"MULTISPECIES: IS630 family transposase"
"chromosome","NC_007880.1",670436,670567,"+",,,"FTL_RS11090","WP_010032818.1",43,"quinone oxidoreductase"
"chromosome","NC_007880.1",670545,671000,"+",,,"FTL_RS03580","WP_010032815.1",151,"flavodoxin family protein"
"chromosome","NC_007880.1",671099,671521,"-",,,"FTL_RS03585","WP_003015141.1",140,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",671625,672374,"-",,"nadE","FTL_RS03590","WP_003015145.1",249,"NAD(+) synthase"
"chromosome","NC_007880.1",672503,673975,"-",,"silC","FTL_RS03595","WP_003015149.1",490,"TolC family protein SilC"
"chromosome","NC_007880.1",673985,675007,"-",,,"FTL_RS03600","WP_003015151.1",340,"HlyD family secretion protein"
"chromosome","NC_007880.1",675029,676558,"-",,,"FTL_RS03605","WP_011457408.1",509,"multidrug efflux MFS transporter"
"chromosome","NC_007880.1",676702,677550,"+",,,"FTL_RS03610","WP_003015152.1",282,"helix-turn-helix transcriptional regulator"
"chromosome","NC_007880.1",677538,679229,"-",,,"FTL_RS03615","WP_010032800.1",563,"long-chain fatty acid--CoA ligase"
"chromosome","NC_007880.1",679337,680824,"-",,,"FTL_RS03620","WP_011648654.1",495,"MFS transporter"
"chromosome","NC_007880.1",681054,681782,"-",,,"FTL_RS03625","WP_010032799.1",242,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"chromosome","NC_007880.1",681853,682539,"+",,,"FTL_RS03630","WP_003015155.1",228,"DUF445 family protein"
"chromosome","NC_007880.1",682529,683227,"-",,,"FTL_RS03635","WP_003015159.1",232,"MULTISPECIES: hypothetical protein"
"chromosome","NC_007880.1",683232,683957,"-",,,"FTL_RS03640","WP_003015161.1",241,"MCE family protein"
"chromosome","NC_007880.1",683967,684728,"-",,,"FTL_RS03645","WP_003018461.1",253,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NC_007880.1",684743,685843,"-",,,"FTL_RS03650","WP_003015162.1",366,"ABC transporter permease"
"chromosome","NC_007880.1",685918,686715,"-",,,"FTL_RS03655","WP_012118972.1",265,"glucosaminidase domain-containing protein"
"chromosome","NC_007880.1",686708,687706,"-",,,"FTL_RS03660","WP_003015167.1",332,"RluA family pseudouridine synthase"
"chromosome","NC_007880.1",687794,688618,"+",,,"FTL_RS03665","WP_003015169.1",274,"outer membrane protein assembly factor BamD"
"chromosome","NC_007880.1",688726,690495,"+",,,"FTL_RS03670","WP_011457412.1",589,"FAD-binding oxidoreductase"
"chromosome","NC_007880.1",690560,692017,"-",,,"FTL_RS03675","WP_003015175.1",485,"hypothetical protein"
"chromosome","NC_007880.1",692295,693548,"-",,,"FTL_RS03680","WP_003015178.1",417,"serine hydroxymethyltransferase"
"chromosome","NC_007880.1",693652,694200,"+",,,"FTL_RS03685","WP_003015181.1",182,"ribosome-associated protein"
"chromosome","NC_007880.1",694215,695486,"-",,,"FTL_RS03690","WP_003015183.1",423,"hypothetical protein"
"chromosome","NC_007880.1",695694,697025,"+",,,"FTL_RS03695","WP_003015184.1",443,"O-antigen ligase family protein"
"chromosome","NC_007880.1",697051,697941,"-",,,"FTL_RS03700","WP_003015186.1",296,"glycosyltransferase family 8 protein"
"chromosome","NC_007880.1",697949,699037,"-",,,"FTL_RS03705","WP_003015188.1",362,"hypothetical protein"
"chromosome","NC_007880.1",699207,700271,"+",,,"FTL_RS03710","WP_003015190.1",354,"glycosyltransferase family 4 protein"
"chromosome","NC_007880.1",702998,704194,"-",,"tilS","FTL_RS03725","WP_010032774.1",398,"tRNA lysidine(34) synthetase TilS"
"chromosome","NC_007880.1",704195,705430,"-",,"serA","FTL_RS03730","WP_003015194.1",411,"phosphoglycerate dehydrogenase"
"chromosome","NC_007880.1",705442,706266,"-",,,"FTL_RS03735","WP_003015196.1",274,"thymidylate synthase"
"chromosome","NC_007880.1",706251,707057,"-",,,"FTL_RS03740","WP_010032772.1",268,"prolipoprotein diacylglyceryl transferase"
"chromosome","NC_007880.1",707072,709603,"-",,,"FTL_RS03745","WP_003015199.1",843,"Rne/Rng family ribonuclease"
"chromosome","NC_007880.1",709853,711028,"+",,,"FTL_RS03750","WP_003015201.1",391,"cysteine desulfurase"
